"disp:0","disp:1","disp:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.020207,0.3268,0,1,1.296,-0.704,0,0
-0.020246,0.32799,0,1,1.299,-0.701,0,0
-0.020286,0.32917,0,1,1.302,-0.698,0,0
-0.020325,0.33035,0,1,1.305,-0.695,0,0
-0.020365,0.33154,0,1,1.308,-0.692,0,0
-0.020405,0.33272,0,1,1.311,-0.689,0,0
-0.020444,0.33391,0,1,1.314,-0.686,0,0
-0.020483,0.33511,0,1,1.317,-0.683,0,0
-0.020523,0.3363,0,1,1.32,-0.68,0,0
-0.020562,0.3375,0,1,1.323,-0.677,0,0
-0.020601,0.33869,0,1,1.326,-0.674,0,0
-0.020641,0.33989,0,1,1.329,-0.671,0,0
-0.02068,0.34108,0,1,1.332,-0.668,0,0
-0.02072,0.34228,0,1,1.335,-0.665,0,0
-0.020759,0.34348,0,1,1.338,-0.662,0,0
-0.020798,0.34467,0,1,1.341,-0.659,0,0
-0.020838,0.34587,0,1,1.344,-0.656,0,0
-0.020877,0.34706,0,1,1.347,-0.653,0,0
-0.020916,0.34826,0,1,1.35,-0.65,0,0
-0.020956,0.34945,0,1,1.353,-0.647,0,0
-0.020995,0.35065,0,1,1.356,-0.644,0,0
-0.021034,0.35185,0,1,1.359,-0.641,0,0
-0.021073,0.35305,0,1,1.362,-0.638,0,0
-0.021113,0.35426,0,1,1.365,-0.635,0,0
-0.021152,0.35547,0,1,1.368,-0.632,0,0
-0.021191,0.35668,0,1,1.371,-0.629,0,0
-0.02123,0.35788,0,1,1.374,-0.626,0,0
-0.021269,0.35909,0,1,1.377,-0.623,0,0
-0.021308,0.3603,0,1,1.38,-0.62,0,0
-0.021347,0.36151,0,1,1.383,-0.617,0,0
-0.021386,0.36272,0,1,1.386,-0.614,0,0
-0.021425,0.36393,0,1,1.389,-0.611,0,0
-0.021464,0.36513,0,1,1.392,-0.608,0,0
-0.021503,0.36634,0,1,1.395,-0.605,0,0
-0.021543,0.36755,0,1,1.398,-0.602,0,0
-0.021582,0.36876,0,1,1.401,-0.599,0,0
-0.021621,0.36997,0,1,1.404,-0.596,0,0
-0.02166,0.37118,0,1,1.407,-0.593,0,0
-0.021699,0.3724,0,1,1.41,-0.59,0,0
-0.021737,0.37362,0,1,1.413,-0.587,0,0
-0.021776,0.37484,0,1,1.416,-0.584,0,0
-0.021815,0.37606,0,1,1.419,-0.581,0,0
-0.021854,0.37728,0,1,1.422,-0.578,0,0
-0.021893,0.3785,0,1,1.425,-0.575,0,0
-0.021932,0.37972,0,1,1.428,-0.572,0,0
-0.021971,0.38094,0,1,1.431,-0.569,0,0
-0.022009,0.38216,0,1,1.434,-0.566,0,0
-0.022048,0.38338,0,1,1.437,-0.563,0,0
-0.022087,0.3846,0,1,1.44,-0.56,0,0
-0.022126,0.38583,0,1,1.443,-0.557,0,0
-0.022165,0.38705,0,1,1.446,-0.554,0,0
