"disp:0","disp:1","disp:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.042054,1.3271e-15,0,1,0.858,-1.142,0,0
0.042196,1.3361e-15,0,1,0.861,-1.139,0,0
0.042337,1.3451e-15,0,1,0.864,-1.136,0,0
0.042479,1.3542e-15,0,1,0.867,-1.133,0,0
0.04262,1.3634e-15,0,1,0.87,-1.13,0,0
0.042759,1.3727e-15,0,1,0.873,-1.127,0,0
0.042899,1.3819e-15,0,1,0.876,-1.124,0,0
0.043039,1.3912e-15,0,1,0.879,-1.121,0,0
0.043179,1.4005e-15,0,1,0.882,-1.118,0,0
0.043318,1.4098e-15,0,1,0.885,-1.115,0,0
0.043458,1.4191e-15,0,1,0.888,-1.112,0,0
0.043598,1.4284e-15,0,1,0.891,-1.109,0,0
0.043737,1.4377e-15,0,1,0.894,-1.106,0,0
0.043875,1.4471e-15,0,1,0.897,-1.103,0,0
0.044013,1.4566e-15,0,1,0.9,-1.1,0,0
0.044151,1.4661e-15,0,1,0.903,-1.097,0,0
0.044288,5.9697e-16,0,1,0.906,-1.094,0,0
0.044426,1.485e-15,0,1,0.909,-1.091,0,0
0.044564,1.4945e-15,0,1,0.912,-1.088,0,0
0.044702,1.504e-15,0,1,0.915,-1.085,0,0
0.044839,1.5135e-15,0,1,0.918,-1.082,0,0
0.044976,1.523e-15,0,1,0.921,-1.079,0,0
0.045111,1.5327e-15,0,1,0.924,-1.076,0,0
0.045247,1.5423e-15,0,1,0.927,-1.073,0,0
0.045382,1.5519e-15,0,1,0.93,-1.07,0,0
0.045518,1.5616e-15,0,1,0.933,-1.067,0,0
0.045654,1.5712e-15,0,1,0.936,-1.064,0,0
0.045789,1.5808e-15,0,1,0.939,-1.061,0,0
0.045925,1.5904e-15,0,1,0.942,-1.058,0,0
0.04606,1.6001e-15,0,1,0.945,-1.055,0,0
0.046194,1.6099e-15,0,1,0.948,-1.052,0,0
0.046327,1.6197e-15,0,1,0.951,-1.049,0,0
0.046461,1.6296e-15,0,1,0.954,-1.046,0,0
0.046594,8.2238e-16,0,1,0.957,-1.043,0,0
0.046727,1.6492e-15,0,1,0.96,-1.04,0,0
0.046861,1.659e-15,0,1,0.963,-1.037,0,0
0.046994,1.6688e-15,0,1,0.966,-1.034,0,0
0.047128,1.6787e-15,0,1,0.969,-1.031,0,0
0.04726,1.6886e-15,0,1,0.972,-1.028,0,0
0.047391,1.6987e-15,0,1,0.975,-1.025,0,0
0.047522,1.7087e-15,0,1,0.978,-1.022,0,0
0.047653,1.7188e-15,0,1,0.981,-1.019,0,0
0.047785,1.7289e-15,0,1,0.984,-1.016,0,0
0.047916,1.7389e-15,0,1,0.987,-1.013,0,0
0.048047,1.749e-15,0,1,0.99,-1.01,0,0
0.048178,1.7591e-15,0,1,0.993,-1.007,0,0
0.048309,1.7692e-15,0,1,0.996,-1.004,0,0
0.048438,1.7795e-15,0,1,0.999,-1.001,0,0
0.048567,1.7899e-15,0,1,1.002,-0.998,0,0
0.048696,1.8002e-15,0,1,1.005,-0.995,0,0
0.048825,1.1624e-15,0,1,1.008,-0.992,0,0
