"disp:0","disp:1","disp:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.067033,-7.8672e-16,0,1,2.628,0.628,0,0
-0.06707,-7.875e-16,0,1,2.631,0.631,0,0
-0.067107,-7.8826e-16,0,1,2.634,0.634,0,0
-0.067144,-7.891e-16,0,1,2.637,0.637,0,0
-0.067182,-7.8985e-16,0,1,2.64,0.64,0,0
-0.067219,-7.9063e-16,0,1,2.643,0.643,0,0
-0.067256,-7.9141e-16,0,1,2.646,0.646,0,0
-0.067294,-7.9217e-16,0,1,2.649,0.649,0,0
-0.067331,-7.9294e-16,0,1,2.652,0.652,0,0
-0.067368,-7.9373e-16,0,1,2.655,0.655,0,0
-0.067406,-7.9451e-16,0,1,2.658,0.658,0,0
-0.067443,-7.9533e-16,0,1,2.661,0.661,0,0
-0.067481,-7.9606e-16,0,1,2.664,0.664,0,0
-0.067518,-7.9684e-16,0,1,2.667,0.667,0,0
-0.067555,-7.9765e-16,0,1,2.67,0.67,0,0
-0.067591,-7.9864e-16,0,1,2.673,0.673,0,0
-0.067627,-7.9963e-16,0,1,2.676,0.676,0,0
-0.067663,-8.0061e-16,0,1,2.679,0.679,0,0
-0.067699,-8.0158e-16,0,1,2.682,0.682,0,0
-0.067735,-8.0255e-16,0,1,2.685,0.685,0,0
-0.067771,-8.035e-16,0,1,2.688,0.688,0,0
-0.067807,-8.0442e-16,0,1,2.691,0.691,0,0
-0.067843,-8.0536e-16,0,1,2.694,0.694,0,0
-0.067879,-8.0629e-16,0,1,2.697,0.697,0,0
-0.067915,-8.072e-16,0,1,2.7,0.7,0,0
-0.067951,-8.0811e-16,0,1,2.703,0.703,0,0
-0.067988,-8.0899e-16,0,1,2.706,0.706,0,0
-0.068024,-8.0989e-16,0,1,2.709,0.709,0,0
-0.06806,-8.1081e-16,0,1,2.712,0.712,0,0
-0.068096,-8.1162e-16,0,1,2.715,0.715,0,0
-0.068133,-8.1246e-16,0,1,2.718,0.718,0,0
-0.068169,-8.133e-16,0,1,2.721,0.721,0,0
-0.068205,-8.1415e-16,0,1,2.724,0.724,0,0
-0.068242,-8.1497e-16,0,1,2.727,0.727,0,0
-0.068278,-8.1579e-16,0,1,2.73,0.73,0,0
-0.068315,-8.166e-16,0,1,2.733,0.733,0,0
-0.068351,-8.174e-16,0,1,2.736,0.736,0,0
-0.068388,-8.1818e-16,0,1,2.739,0.739,0,0
-0.068423,-8.1896e-16,0,1,2.742,0.742,0,0
-0.068458,-8.1974e-16,0,1,2.745,0.745,0,0
-0.068493,-8.205e-16,0,1,2.748,0.748,0,0
-0.068528,-8.2122e-16,0,1,2.751,0.751,0,0
-0.068563,-8.2196e-16,0,1,2.754,0.754,0,0
-0.068598,-8.2265e-16,0,1,2.757,0.757,0,0
-0.068633,-8.2337e-16,0,1,2.76,0.76,0,0
-0.068669,-8.2398e-16,0,1,2.763,0.763,0,0
-0.068704,-8.2466e-16,0,1,2.766,0.766,0,0
-0.068739,-8.2527e-16,0,1,2.769,0.769,0,0
-0.068775,-8.2586e-16,0,1,2.772,0.772,0,0
-0.06881,-8.2641e-16,0,1,2.775,0.775,0,0
-0.068846,-8.2696e-16,0,1,2.778,0.778,0,0
-0.068881,-8.2752e-16,0,1,2.781,0.781,0,0
-0.068917,-8.2803e-16,0,1,2.784,0.784,0,0
-0.068953,-8.2851e-16,0,1,2.787,0.787,0,0
-0.068988,-8.2897e-16,0,1,2.79,0.79,0,0
-0.069024,-8.2943e-16,0,1,2.793,0.793,0,0
-0.06906,-8.2985e-16,0,1,2.796,0.796,0,0
-0.069096,-8.3025e-16,0,1,2.799,0.799,0,0
-0.069132,-8.3062e-16,0,1,2.802,0.802,0,0
-0.069167,-8.31e-16,0,1,2.805,0.805,0,0
-0.069201,-8.3141e-16,0,1,2.808,0.808,0,0
-0.069236,-8.318e-16,0,1,2.811,0.811,0,0
-0.06927,-8.3219e-16,0,1,2.814,0.814,0,0
-0.069305,-8.3257e-16,0,1,2.817,0.817,0,0
-0.06934,-8.3288e-16,0,1,2.82,0.82,0,0
-0.069375,-8.3332e-16,0,1,2.823,0.823,0,0
-0.069409,-8.3359e-16,0,1,2.826,0.826,0,0
-0.069444,-8.3386e-16,0,1,2.829,0.829,0,0
-0.069479,-8.3416e-16,0,1,2.832,0.832,0,0
-0.069514,-8.3448e-16,0,1,2.835,0.835,0,0
-0.06955,-8.3473e-16,0,1,2.838,0.838,0,0
-0.069585,-8.3503e-16,0,1,2.841,0.841,0,0
-0.06962,-8.3523e-16,0,1,2.844,0.844,0,0
-0.069655,-8.3547e-16,0,1,2.847,0.847,0,0
-0.069691,-8.3562e-16,0,1,2.85,0.85,0,0
-0.069726,-8.3585e-16,0,1,2.853,0.853,0,0
-0.069762,-8.3603e-16,0,1,2.856,0.856,0,0
-0.069797,-8.3615e-16,0,1,2.859,0.859,0,0
-0.069832,-8.3661e-16,0,1,2.862,0.862,0,0
-0.069866,-8.3735e-16,0,1,2.865,0.865,0,0
-0.069901,-8.3814e-16,0,1,2.868,0.868,0,0
-0.069935,-8.3889e-16,0,1,2.871,0.871,0,0
-0.069969,-8.3963e-16,0,1,2.874,0.874,0,0
-0.070004,-8.4045e-16,0,1,2.877,0.877,0,0
-0.070038,-8.4126e-16,0,1,2.88,0.88,0,0
-0.070073,-8.4205e-16,0,1,2.883,0.883,0,0
-0.070108,-8.428e-16,0,1,2.886,0.886,0,0
-0.070142,-8.4367e-16,0,1,2.889,0.889,0,0
-0.070177,-8.4449e-16,0,1,2.892,0.892,0,0
-0.070212,-8.4533e-16,0,1,2.895,0.895,0,0
-0.070247,-8.4621e-16,0,1,2.898,0.898,0,0
-0.070283,-8.4706e-16,0,1,2.901,0.901,0,0
-0.070318,-8.4793e-16,0,1,2.904,0.904,0,0
-0.070354,-8.488e-16,0,1,2.907,0.907,0,0
-0.070389,-8.5009e-16,0,1,2.91,0.91,0,0
-0.070422,-8.5204e-16,0,1,2.913,0.913,0,0
-0.070456,-8.5401e-16,0,1,2.916,0.916,0,0
-0.07049,-8.5602e-16,0,1,2.919,0.919,0,0
-0.070524,-8.5805e-16,0,1,2.922,0.922,0,0
-0.070558,-8.6007e-16,0,1,2.925,0.925,0,0
-0.070592,-8.6216e-16,0,1,2.928,0.928,0,0
-0.070627,-8.643e-16,0,1,2.931,0.931,0,0
-0.070662,-8.6647e-16,0,1,2.934,0.934,0,0
-0.070697,-8.6861e-16,0,1,2.937,0.937,0,0
-0.070732,-8.708e-16,0,1,2.94,0.94,0,0
-0.070767,-8.7303e-16,0,1,2.943,0.943,0,0
-0.070802,-8.7531e-16,0,1,2.946,0.946,0,0
-0.070837,-8.7761e-16,0,1,2.949,0.949,0,0
-0.07087,-8.7983e-16,0,1,2.952,0.952,0,0
-0.070904,-8.8213e-16,0,1,2.955,0.955,0,0
-0.070938,-8.8445e-16,0,1,2.958,0.958,0,0
-0.070972,-8.8699e-16,0,1,2.961,0.961,0,0
-0.071006,-8.8943e-16,0,1,2.964,0.964,0,0
-0.071041,-8.9203e-16,0,1,2.967,0.967,0,0
-0.071076,-8.946e-16,0,1,2.97,0.97,0,0
-0.071111,-8.9748e-16,0,1,2.973,0.973,0,0
-0.071147,-9.0032e-16,0,1,2.976,0.976,0,0
-0.07118,-9.0216e-16,0,1,2.979,0.979,0,0
-0.071214,-9.0406e-16,0,1,2.982,0.982,0,0
-0.071247,-9.0647e-16,0,1,2.985,0.985,0,0
-0.071282,-9.0943e-16,0,1,2.988,0.988,0,0
-0.071317,-9.1318e-16,0,1,2.991,0.991,0,0
-0.071354,-9.1788e-16,0,1,2.994,0.994,0,0
-0.071385,-9.1965e-16,0,1,2.997,0.997,0,0
-0.071423,-9.2491e-16,0,1,3,1,0,0
